iata,name,country,tz
GVR,Coronel Altino Machado de Oliveira Airport,Brazil,America/Sao_Paulo
GVT,Majors Airport,United States,America/Chicago
GVX,Gävle Sandviken Airport,Sweden,Europe/Stockholm
GWD,Gwadar International Airport,Pakistan,Asia/Karachi
GWE,Thornhill Air Base,Zimbabwe,Africa/Harare
GWL,Gwalior Airport,India,Asia/Calcutta
GWO,Greenwood–Leflore Airport,United States,America/Chicago
GWT,Westerland Sylt Airport,Germany,Europe/Berlin
GWY,Galway Airport,Ireland,Europe/Dublin
GXF,Sayun International Airport,Yemen,Asia/Aden
GXG,Negage Airport,Angola,Africa/Luanda
GXH,Gannan Xiahe Airport,China,Asia/Shanghai
GXQ,Teniente Vidal Airport,Chile,America/Santiago
GXY,Greeley–Weld County Airport,United States,
GYA,Capitán de Av. Emilio Beltrán Airport,Bolivia,America/La_Paz
GYD,Heydar Aliyev International Airport,Azerbaijan,Asia/Baku
GYE,José Joaquín de Olmedo International Airport,Ecuador,America/Guayaquil
GYG,Magan Airport,Russia,Asia/Yakutsk
GYI,Gisenyi Airport,Rwanda,Africa/Kigali
GYL,Argyle Airport,Australia,Australia/Perth
GYM,General José María Yáñez International Airport,Mexico,America/Hermosillo
GYN,Santa Genoveva Airport,Brazil,America/Sao_Paulo
GYR,Phoenix Goodyear Airport,United States,America/Phoenix
GYS,Guangyuan Airport,China,Asia/Shanghai
GYU,Guyuan Liupanshan Airport,China,Asia/Shanghai
GYY,Gary Chicago International Airport,United States,America/Chicago
GZA,Yasser Arafat International Airport,Palestine,Asia/Gaza
GZI,Ghazni Airport,Afghanistan,
GZM,Xewkija Heliport,Malta,Europe/Malta
GZO,Nusatupe Airport,Solomon Islands,Pacific/Guadalcanal
GZP,Gazipaşa Airport,Turkey,Europe/Istanbul
GZT,Gaziantep International Airport,Turkey,Europe/Istanbul
GZW,Qazvin Airport,Iran,Asia/Tehran
HAA,Hasvik Airport,Norway,Europe/Oslo
HAC,Hachijojima Airport,Japan,Asia/Tokyo
HAD,Halmstad Airport,Sweden,Europe/Stockholm
HAF,Half Moon Bay Airport,United States,
HAH,Prince Said Ibrahim International Airport,Comoros,Indian/Comoro
HAJ,Hannover Airport,Germany,Europe/Berlin
HAK,Haikou Meilan International Airport,China,Asia/Shanghai
HAM,Hamburg Airport,Germany,Europe/Berlin
HAN,Noi Bai International Airport,Vietnam,Asia/Saigon
HAO,Butler Co Regional Airport - Hogan Field,United States,America/New_York
HAQ,Hanimaadhoo Airport,Maldives,Indian/Maldives
HAR,Capital City Airport,United States,America/New_York
HAS,Ha'il Airport,Saudi Arabia,Asia/Riyadh
HAU,Haugesund Airport,Norway,Europe/Oslo
HAV,José Martí International Airport,Cuba,America/Havana
HAW,Haverfordwest Airport,United Kingdom,Europe/London
HBA,Hobart International Airport,Australia,Australia/Melbourne
HBE,Borg El Arab International Airport,Egypt,Africa/Cairo
HBG,Hattiesburg Bobby L Chain Municipal Airport,United States,America/Chicago
HBR,Hobart Regional Airport,United States,America/Chicago
HBX,Hubli Airport,India,Asia/Calcutta
HCJ,Hechi Jinchengjiang Airport,China,
HCN,Hengchun Airport,Taiwan,Asia/Taipei
HCQ,Halls Creek Airport,Australia,Australia/Perth
HCR,Holy Cross Airport,United States,America/Anchorage
HCW,Cheraw Municipal Airport/Lynch Bellinger Field,United States,America/New_York
HDD,Hyderabad Airport,Pakistan,Asia/Karachi
HDE,Brewster Field,United States,
HDF,Heringsdorf Airport,Germany,Europe/Berlin
HDG,Handan Airport,China,Asia/Shanghai
HDH,Dillingham Airfield,United States,Pacific/Honolulu
HDI,Hardwick Field,United States,America/New_York
HDM,Hamadan Airport,Iran,Asia/Tehran
HDN,Yampa Valley Airport,United States,America/Denver
HDR,Havadarya Airport,Iran,Asia/Tehran
HDS,Hoedspruit Air Force Base Airport,South Africa,Africa/Johannesburg
HDY,Hat Yai International Airport,Thailand,Asia/Bangkok
HEA,Herat Airport,Afghanistan,Asia/Kabul
HEH,Heho Airport,Burma,Asia/Rangoon
HEI,Heide-Büsum Airport,Germany,Europe/Berlin
HEK,Heihe Airport,China,Asia/Shanghai
HEL,Helsinki Vantaa Airport,Finland,Europe/Helsinki
HEM,Helsinki Malmi Airport,Finland,Europe/Helsinki
HER,Heraklion International Nikos Kazantzakis Airport,Greece,Europe/Athens
HET,Baita International Airport,China,Asia/Shanghai
HEW,Athen Helenikon Airport,Greece,Europe/Athens
HEX,Herrera Airport,Dominican Republic,America/Santo_Domingo
HFA,Haifa International Airport,Israel,Asia/Jerusalem
HFD,Hartford Brainard Airport,United States,America/New_York
HFE,Hefei Luogang International Airport,China,Asia/Shanghai
HFN,Hornafjörður Airport,Iceland,Atlantic/Reykjavik
HFS,Hagfors Airport,Sweden,Europe/Stockholm
HFT,Hammerfest Airport,Norway,Europe/Oslo
HGA,Egal International Airport,Somalia,Africa/Mogadishu
HGD,Hughenden Airport,Australia,Australia/Brisbane
HGE,Higuerote Airport,Venezuela,America/Caracas
HGH,Hangzhou Xiaoshan International Airport,China,Asia/Shanghai
HGI,"Paloich Airport, Heliport",South Sudan,
HGL,Helgoland-Düne Airport,Germany,Europe/Berlin
HGN,Mae Hong Son Airport,Thailand,Asia/Bangkok
HGO,Korhogo Airport,Cote d'Ivoire,Africa/Abidjan
HGR,Hagerstown Regional Richard A Henson Field,United States,America/New_York
HGS,Hastings Airport,Sierra Leone,Africa/Freetown
HGU,Mount Hagen Kagamuga Airport,Papua New Guinea,Pacific/Port_Moresby
HHE,Hachinohe Airport,Japan,Asia/Tokyo
HHH,Hilton Head Airport,United States,America/New_York
HHI,Wheeler Army Airfield,United States,Pacific/Honolulu
HHN,Frankfurt-Hahn Airport,Germany,Europe/Berlin
HHP,Shun Tak Heliport,Hong Kong,Asia/Hong_Kong
HHQ,Hua Hin Airport,Thailand,Asia/Bangkok
HHR,Jack Northrop Field Hawthorne Municipal Airport,United States,America/Los_Angeles
HHZ,Hikueru Atoll Airport,French Polynesia,
HIA,Lianshui Airport,China,Asia/Shanghai
HIB,Range Regional Airport,United States,America/Chicago
HID,Horn Island Airport,Australia,Australia/Brisbane
HIF,Hill Air Force Base,United States,America/Denver
HII,Lake Havasu City Airport,United States,America/Phoenix
HIJ,Hiroshima Airport,Japan,Asia/Tokyo
HIM,Hingurakgoda Air Force Base,Sri Lanka,
HIN,Sacheon Air Base/Airport,South Korea,Asia/Seoul
HIO,Portland Hillsboro Airport,United States,America/Los_Angeles
HIR,Honiara International Airport,Solomon Islands,Pacific/Guadalcanal
HIW,Hiroshimanishi Airport,Japan,Asia/Tokyo
HJJ,Zhijiang Airport,China,Asia/Shanghai
HJR,Khajuraho Airport,India,Asia/Calcutta
HKD,Hakodate Airport,Japan,Asia/Tokyo
HKG,Hong Kong International Airport,Hong Kong,Asia/Hong_Kong
HKK,Hokitika Airfield,New Zealand,Pacific/Auckland
HKN,Kimbe Airport,Papua New Guinea,Pacific/Port_Moresby
HKT,Phuket International Airport,Thailand,Asia/Bangkok
HKY,Hickory Regional Airport,United States,America/New_York
HLA,Lanseria Airport,South Africa,Africa/Johannesburg
HLD,Dongshan Airport,China,Asia/Shanghai
HLE,St. Helena Airport,United Kingdom,
HLF,Hultsfred Airport,Sweden,Europe/Stockholm
HLG,Wheeling Ohio County Airport,United States,America/New_York
HLH,Ulanhot Airport,China,Asia/Shanghai
HLI,Hollister Municipal Airport,United States,
HLJ,Barysiai Airport,Lithuania,Europe/Vilnius
HLN,Helena Regional Airport,United States,America/Denver
HLP,Halim Perdanakusuma International Airport,Indonesia,Asia/Jakarta
HLR,Hood Army Air Field,United States,America/Chicago
HLT,Hamilton Airport,Australia,Australia/Hobart
HLZ,Hamilton International Airport,New Zealand,Pacific/Auckland
HMA,Khanty Mansiysk Airport,Russia,Asia/Yekaterinburg
HMB,Sohag International Airport,Egypt,Africa/Cairo
HME,Oued Irara Airport,Algeria,Africa/Algiers
HMG,Hermannsburg Airport,Australia,
HMI,Hami Airport,China,Asia/Shanghai
HMJ,Khmelnytskyi Airport,Ukraine,Europe/Kiev
HMN,Holloman Air Force Base,United States,America/Denver
HMO,General Ignacio P. Garcia International Airport,Mexico,America/Hermosillo
HMR,Stafsberg Airport,Norway,Europe/Oslo
HMV,Hemavan Airport,Sweden,Europe/Stockholm
HMY,Seosan Air Base,South Korea,
HNA,Hanamaki Airport,Japan,Asia/Tokyo
HND,Tokyo Haneda International Airport,Japan,Asia/Tokyo
HNH,Hoonah Airport,United States,America/Anchorage
HNL,Daniel K Inouye International Airport,United States,Pacific/Honolulu
HNM,Hana Airport,United States,Pacific/Honolulu
HNS,Haines Airport,United States,America/Anchorage
HNY,Hengyang Nanyue Airport,China,
HOA,Hola Airport,Kenya,Africa/Nairobi
HOB,Lea County Regional Airport,United States,America/Denver
HOD,Hodeidah International Airport,Yemen,Asia/Aden
HOE,Ban Huoeisay Airport,Laos,Asia/Vientiane
HOF,Al Ahsa Airport,Saudi Arabia,Asia/Riyadh
HOG,Frank Pais International Airport,Cuba,America/Havana
HOH,Hohenems-Dornbirn Airport,Austria,Europe/Vienna
HOI,Hao Airport,French Polynesia,
HOK,Hooker Creek Airport,Australia,Australia/Darwin
HOM,Homer Airport,United States,America/Anchorage
HON,Huron Regional Airport,United States,America/Chicago
HOP,Campbell AAF (Fort Campbell) Air Field,United States,America/Chicago
HOQ,Hof-Plauen Airport,Germany,Europe/Berlin
HOR,Horta Airport,Portugal,Atlantic/Azores
HOS,Chos Malal Airport,Argentina,America/Argentina/Salta
HOT,Memorial Field,United States,America/Chicago
HOU,William P Hobby Airport,United States,America/Chicago
HOV,"Ørsta-Volda Airport, Hovden",Norway,Europe/Oslo
HOX,Hommalinn Airport,Burma,Asia/Rangoon
HPA,Lifuka Island Airport,Tonga,Pacific/Tongatapu
HPB,Hooper Bay Airport,United States,America/Anchorage
HPG,Shennongjia Hongping Airport,China,
HPH,Cat Bi International Airport,Vietnam,Asia/Saigon
HPN,Westchester County Airport,United States,America/New_York
HQM,Bowerman Airport,United States,America/Los_Angeles
HRB,Taiping Airport,China,Asia/Shanghai
HRE,Robert Gabriel Mugabe International Airport,Zimbabwe,Africa/Harare
HRG,Hurghada International Airport,Egypt,Africa/Cairo
HRI,Mattala Rajapaksa International Airport,Sri Lanka,Asia/Colombo
HRK,Kharkiv International Airport,Ukraine,Europe/Kiev
HRL,Valley International Airport,United States,America/Chicago
HRM,Hassi R'Mel Airport,Algeria,Africa/Algiers
HRO,Boone County Airport,United States,America/Chicago
HRS,Harrismith Airport,South Africa,Africa/Johannesburg
HRT,RAF Linton-On-Ouse,United Kingdom,Europe/London
HSG,Saga Airport,Japan,Asia/Tokyo
HSH,Henderson Executive Airport,United States,America/Los_Angeles
HSK,Huesca/Pirineos Airport,Spain,Europe/Madrid
HSL,Huslia Airport,United States,America/Anchorage
HSM,Horsham Airport,Australia,
HSN,Zhoushan Airport,China,Asia/Shanghai
HSS,Hissar Airport,India,Asia/Calcutta
HST,Homestead ARB Airport,United States,America/New_York
HSV,Huntsville International Carl T Jones Field,United States,America/Chicago
HSZ,Hsinchu Air Base,Taiwan,Asia/Taipei
HTA,Chita-Kadala Airport,Russia,Asia/Yakutsk
HTG,Khatanga Airport,Russia,Asia/Krasnoyarsk
HTI,Hamilton Island Airport,Australia,Australia/Brisbane
HTL,Roscommon County - Blodgett Memorial Airport,United States,America/New_York
HTN,Hotan Airport,China,Asia/Shanghai
HTR,Hateruma Airport,Japan,
HTS,Tri-State/Milton J. Ferguson Field,United States,America/New_York
HTT,Huatugou Airport,China,
HTU,Hopetoun Airport,Australia,
HTV,Huntsville Regional Airport,United States,
HTY,Hatay Airport,Turkey,Europe/Istanbul
HUA,Redstone Army Air Field,United States,America/Chicago
HUE,Humera Airport,Ethiopia,Africa/Addis_Ababa
HUF,"Terre Haute Regional Airport, Hulman Field",United States,America/New_York
HUH,Huahine-Fare Airport,French Polynesia,Pacific/Tahiti
HUI,Phu Bai Airport,Vietnam,Asia/Saigon
HUL,Houlton International Airport,United States,America/New_York
HUN,Hualien Airport,Taiwan,Asia/Taipei
HUO,Holingol Huolinhe Airport,China,
HUQ,Hon Airport,Libya,Africa/Tripoli
HUS,Hughes Airport,United States,America/Anchorage
HUT,Hutchinson Municipal Airport,United States,America/Chicago
HUU,Alferez Fap David Figueroa Fernandini Airport,Peru,America/Lima
HUV,Hudiksvall Airport,Sweden,Europe/Stockholm
HUW,Humaitá Airport,Brazil,America/Boa_Vista
HUX,Bahías de Huatulco International Airport,Mexico,America/Mexico_City
HUY,Humberside Airport,United Kingdom,Europe/London
HUZ,Huizhou Airport,China,Asia/Shanghai
HVA,Analalava Airport,Madagascar,Indian/Antananarivo
HVB,Hervey Bay Airport,Australia,Australia/Brisbane
HVD,Khovd Airport,Mongolia,Asia/Hovd
HVG,Valan Airport,Norway,Europe/Oslo
HVN,Tweed New Haven Airport,United States,America/New_York
HVR,Havre City County Airport,United States,America/Denver
HVS,Hartsville Regional Airport,United States,
HWD,Hayward Executive Airport,United States,America/Los_Angeles
HWN,Hwange National Park Airport,Zimbabwe,Africa/Harare
HWO,North Perry Airport,United States,America/New_York
HXD,Delingha Airport,China,
HXX,Hay Airport,Australia,
HYA,Barnstable Municipal Boardman Polando Field,United States,America/New_York
HYC,Wycombe Air Park,United Kingdom,Europe/London
HYD,Rajiv Gandhi International Airport,India,
HYG,Hydaburg Seaplane Base,United States,America/Anchorage
HYN,Huangyan Luqiao Airport,China,Asia/Shanghai
HYR,Sawyer County Airport,United States,
HYS,Hays Regional Airport,United States,America/Chicago
HYV,Hyvinkää Airfield,Finland,Europe/Helsinki
HZB,Merville-Calonne Airport,France,Europe/Paris
HZG,Hanzhong Chenggu Airport,China,Asia/Shanghai
HZH,Liping Airport,China,Asia/Shanghai
HZK,Húsavík Airport,Iceland,Atlantic/Reykjavik
HZL,Hazleton Municipal Airport,United States,America/New_York
HZP,Fort Mackay / Horizon Airport,Canada,
IAA,Igarka Airport,Russia,Asia/Krasnoyarsk
IAB,Mc Connell Air Force Base,United States,America/Chicago
IAD,Washington Dulles International Airport,United States,America/New_York
IAG,Niagara Falls International Airport,United States,America/New_York
IAH,George Bush Intercontinental Houston Airport,United States,America/Chicago
IAM,In Aménas Airport,Algeria,Africa/Algiers
IAN,Bob Baker Memorial Airport,United States,America/Anchorage
IAO,Siargao Airport,Philippines,Asia/Manila
IAR,Tunoshna Airport,Russia,Europe/Moscow
IAS,Iaşi Airport,Romania,Europe/Bucharest
IBA,Ibadan Airport,Nigeria,Africa/Lagos
IBB,General Villamil Airport,Ecuador,Pacific/Galapagos
IBE,Perales Airport,Colombia,America/Bogota
IBP,Iberia Airport,Peru,America/Lima
IBR,Hyakuri Airport,Japan,Asia/Tokyo
IBZ,Ibiza Airport,Spain,Europe/Madrid
ICC,Andrés Miguel Salazar Marcano Airport,Venezuela,America/Caracas
ICI,Cicia Airport,Fiji,Pacific/Fiji
ICK,Nieuw Nickerie Airport,Suriname,America/Paramaribo
ICN,Incheon International Airport,South Korea,Asia/Seoul
ICT,Wichita Eisenhower National Airport,United States,America/Chicago
IDA,Idaho Falls Regional Airport,United States,America/Denver
IDP,Independence Municipal Airport,United States,
IDR,Devi Ahilyabai Holkar Airport,India,Asia/Calcutta
IDY,Île d'Yeu Airport,France,Europe/Paris
IEG,Zielona Góra-Babimost Airport,Poland,Europe/Warsaw
IEJ,Ie Jima Airport,Japan,
IES,Riesa-Göhlis Airport,Germany,Europe/Berlin
IEV,Kiev Zhuliany International Airport,Ukraine,Europe/Kiev
IFH,Hesa Airport,Iran,Asia/Tehran
IFJ,Ísafjörður Airport,Iceland,Atlantic/Reykjavik
IFL,Innisfail Airport,Australia,Australia/Brisbane
IFN,Esfahan Shahid Beheshti International Airport,Iran,Asia/Tehran
IFO,Ivano-Frankivsk International Airport,Ukraine,Europe/Kiev
IFU,Ifuru Airport,Maldives,
IGA,Inagua Airport,Bahamas,America/Nassau
IGB,Cabo F.A.A. H. R. Bordón Airport,Argentina,America/Argentina/Salta
IGD,Iğdır Airport,Turkey,Europe/Istanbul
IGG,Igiugig Airport,United States,America/Anchorage
IGL,Çiğli Airport,Turkey,Europe/Istanbul
IGR,Cataratas Del Iguazú International Airport,Argentina,America/Cordoba
IGS,Ingolstadt Manching Airport,Germany,Europe/Berlin
IGT,Magas Airport,Russia,Europe/Moscow
IGU,Cataratas International Airport,Brazil,America/Sao_Paulo
IHC,Inhaca Airport,Mozambique,Africa/Maputo
IHR,Iran Shahr Airport,Iran,Asia/Tehran
IIA,Inishmaan Aerodrome,Ireland,Europe/Dublin
IIL,Ilam Airport,Iran,Asia/Tehran
IJK,Izhevsk Airport,Russia,Europe/Samara
IKA,Imam Khomeini International Airport,Iran,Asia/Tehran
IKB,Wilkes County Airport,United States,America/New_York
IKI,Iki Airport,Japan,Asia/Tokyo
IKK,Greater Kankakee Airport,United States,America/Chicago
IKL,Ikela Airport,Congo (Kinshasa),
IKO,Nikolski Air Station,United States,America/Anchorage
IKS,Tiksi Airport,Russia,Asia/Yakutsk
IKT,Irkutsk Airport,Russia,Asia/Irkutsk
IKU,Issyk-Kul International Airport,Kyrgyzstan,
ILA,Illaga Airport,Indonesia,
ILD,Lleida-Alguaire Airport,Spain,Europe/Madrid
ILF,Ilford Airport,Canada,America/Winnipeg
ILG,New Castle Airport,United States,America/New_York
ILI,Iliamna Airport,United States,America/Anchorage
ILM,Wilmington International Airport,United States,America/New_York
ILN,Wilmington Airpark,United States,America/New_York
ILO,Iloilo International Airport,Philippines,Asia/Manila
ILP,Île des Pins Airport,New Caledonia,Pacific/Noumea
ILQ,Ilo Airport,Peru,America/Lima
ILR,Ilorin International Airport,Nigeria,Africa/Lagos
ILU,Kilaguni Airport,Kenya,Africa/Nairobi
ILY,Islay Airport,United Kingdom,Europe/London
ILZ,Žilina Airport,Slovakia,Europe/Bratislava
IMB,Imbaimadai Airport,Guyana,America/Guyana
IMF,Imphal Airport,India,Asia/Calcutta
IMK,Simikot Airport,Nepal,Asia/Katmandu
IMM,Immokalee Regional Airport,United States,America/New_York
IMP,Prefeito Renato Moreira Airport,Brazil,America/Fortaleza
IMT,Ford Airport,United States,America/Chicago
INA,Inta Airport,Russia,
IND,Indianapolis International Airport,United States,America/New_York
ING,Lago Argentino Airport,Argentina,America/Argentina/Rio_Gallegos
INH,Inhambane Airport,Mozambique,Africa/Maputo
INI,Nis Airport,Serbia,Europe/Belgrade
INK,Winkler County Airport,United States,America/Chicago
INL,Falls International Airport,United States,America/Chicago
INN,Innsbruck Airport,Austria,Europe/Vienna
INO,Inongo Airport,Congo (Kinshasa),Africa/Kinshasa
INQ,Inisheer Aerodrome,Ireland,Europe/Dublin
INS,Creech Air Force Base,United States,America/Los_Angeles
INT,Smith Reynolds Airport,United States,America/New_York
INU,Nauru International Airport,Nauru,Pacific/Nauru
INV,Inverness Airport,United Kingdom,Europe/London
INW,Winslow Lindbergh Regional Airport,United States,America/Phoenix
INZ,In Salah Airport,Algeria,Africa/Algiers
IOA,Ioannina Airport,Greece,Europe/Athens
IOM,Isle of Man Airport,Isle of Man,Europe/Isle_of_Man
ION,Impfondo Airport,Congo (Brazzaville),
IOR,Inishmore Aerodrome,Ireland,Europe/Dublin
IOS,Bahia - Jorge Amado Airport,Brazil,America/Fortaleza
IOW,Iowa City Municipal Airport,United States,America/Chicago
IPA,Ipota Airport,Vanuatu,Pacific/Efate
IPC,Mataveri Airport,Chile,Pacific/Easter
IPH,Sultan Azlan Shah Airport,Malaysia,Asia/Kuala_Lumpur
IPI,San Luis Airport,Colombia,America/Bogota
IPL,Imperial County Airport,United States,America/Los_Angeles
IPN,Usiminas Airport,Brazil,America/Sao_Paulo
IPT,Williamsport Regional Airport,United States,America/New_York
